no,name,type_1,type_2,stage,is_final,is_legendary,is_mythical,is_ultra,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,electric,grass,ice,fighting,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
278,Wingull,water,flying,1,0,0,0,0,40,30,30,55,30,85,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
279,Pelipper,water,flying,2,1,0,0,0,60,50,100,95,70,65,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
451,Skorupi,poison,bug,1,0,0,0,0,40,50,90,30,55,65,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
452,Drapion,poison,dark,2,1,0,0,0,70,90,110,60,75,95,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
206,Dunsparce,normal,,1,1,0,0,0,100,70,70,65,65,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
626,Bouffalant,normal,,1,1,0,0,0,95,110,95,40,95,55,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
108,Lickitung,normal,,1,1,0,0,0,90,55,75,60,75,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
463,Lickilicky,normal,,0,0,0,0,0,110,85,95,80,95,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
833,Chewtle,water,,1,0,0,0,0,50,64,50,38,38,44,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
834,Drednaw,water,rock,2,1,0,0,0,90,115,90,48,68,74,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
194,Wooper,water,ground,1,0,0,0,0,55,45,45,25,25,15,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
195,Quagsire,water,ground,2,1,0,0,0,95,85,85,65,65,35,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
704,Goomy,dragon,,1,0,0,0,0,45,50,35,55,75,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
705,Sliggoo,dragon,,2,0,0,0,0,68,75,53,83,113,60,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
706,Goodra,dragon,,3,1,0,0,0,90,100,70,110,150,80,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
621,Druddigon,dragon,,1,1,0,0,0,77,120,90,60,90,48,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
616,Shelmet,bug,,1,0,0,0,0,50,40,85,40,65,25,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
617,Accelgor,bug,,2,1,0,0,0,80,70,40,100,60,145,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
588,Karrablast,bug,,1,0,0,0,0,50,75,45,40,45,60,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
589,Escavalier,bug,steel,2,1,0,0,0,70,135,105,60,105,20,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
1,Bulbasaur,grass,poison,1,0,0,0,0,45,49,49,65,65,45,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
2,Ivysaur,grass,poison,2,0,0,0,0,60,62,63,80,80,60,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
3,Venusaur,grass,poison,3,1,0,0,0,80,82,83,100,100,80,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
7,Squirtle,water,,1,0,0,0,0,44,48,65,50,64,43,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
8,Wartortle,water,,2,0,0,0,0,59,63,80,65,80,58,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
9,Blastoise,water,,3,1,0,0,0,79,83,100,85,105,78,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
543,Venipede,bug,poison,1,0,0,0,0,30,45,59,30,39,57,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
544,Whirlipede,bug,poison,2,0,0,0,0,40,55,99,40,79,47,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
545,Scolipede,bug,poison,3,1,0,0,0,60,100,89,55,69,112,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
590,Foongus,grass,poison,1,0,0,0,0,69,55,45,55,55,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
591,Amoonguss,grass,poison,2,1,0,0,0,114,85,70,85,80,30,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
764,Comfey,fairy,,1,1,0,0,0,51,52,90,82,110,100,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
114,Tangela,grass,,1,1,0,0,0,65,55,115,100,40,60,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
465,Tangrowth,grass,,0,0,0,0,0,100,100,125,110,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
453,Croagunk,poison,fighting,1,0,0,0,0,48,61,40,61,40,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
454,Toxicroak,poison,fighting,2,1,0,0,0,83,106,65,86,65,85,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
172,Pichu,electric,,1,0,0,0,0,20,40,15,35,35,60,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
25,Pikachu,electric,,2,1,0,0,0,35,55,40,50,50,90,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
26,Raichu,electric,,0,0,0,0,0,60,85,50,95,85,110,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
570,Zorua,dark,,1,0,0,0,0,40,65,40,80,40,65,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
571,Zoroark,dark,,2,1,0,0,0,60,105,60,120,60,105,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
765,Oranguru,normal,psychic,1,1,0,0,0,90,60,80,90,110,60,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
766,Passimian,fighting,,1,1,0,0,0,100,120,90,40,60,80,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
341,Corphish,water,,1,0,0,0,0,43,80,65,50,35,35,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
342,Crawdaunt,water,dark,2,1,0,0,0,63,120,85,90,55,55,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
845,Cramorant,flying,water,1,1,0,0,0,70,85,55,85,95,85,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
118,Goldeen,water,,1,0,0,0,0,45,67,60,35,50,63,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
119,Seaking,water,,2,1,0,0,0,80,92,65,65,80,68,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
846,Arrokuda,water,,1,0,0,0,0,41,63,40,40,30,66,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
847,Barraskewda,water,,2,1,0,0,0,61,123,60,60,50,136,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
120,Staryu,water,,1,0,0,0,0,30,45,55,70,55,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
121,Starmie,water,psychic,2,1,0,0,0,60,75,85,100,85,115,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
891,Kubfu,fighting,,1,0,0,0,0,60,90,60,53,50,72,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
892,Urshifu,fighting,dark,2,1,0,0,0,100,130,100,63,60,97,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
587,Emolga,electric,flying,1,1,0,0,0,55,75,60,75,60,103,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
702,Dedenne,electric,fairy,1,1,0,0,0,67,58,57,81,67,101,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
877,Morpeko,electric,dark,1,1,0,0,0,58,95,58,70,58,97,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2
81,Magnemite,electric,steel,1,0,0,0,0,25,35,70,95,55,45,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
82,Magneton,electric,steel,2,0,0,0,0,50,60,95,120,70,70,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
462,Magnezone,electric,steel,3,1,0,0,0,70,70,115,130,90,60,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
686,Inkay,dark,psychic,1,0,0,0,0,53,54,53,37,46,45,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
687,Malamar,dark,psychic,2,1,0,0,0,86,92,88,68,75,73,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
746,Wishiwashi,water,,1,1,0,0,0,45,140,130,140,135,30,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
318,Carvanha,water,dark,1,0,0,0,0,45,90,20,65,20,65,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Sharpedo,water,dark,2,1,0,0,0,70,120,40,95,40,95,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
506,Lillipup,normal,,1,0,0,0,0,45,60,45,25,45,55,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
507,Herdier,normal,,2,0,0,0,0,65,80,65,35,65,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
508,Stoutland,normal,,3,1,0,0,0,85,110,90,45,90,80,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
128,Tauros,normal,,1,1,0,0,0,75,100,95,40,70,110,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
241,Miltank,normal,,1,1,0,0,0,95,80,105,40,70,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
123,Scyther,bug,flying,1,0,0,0,0,70,110,80,55,80,105,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
212,Scizor,bug,steel,2,1,0,0,0,70,130,100,55,80,65,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
127,Pinsir,bug,,1,1,0,0,0,65,125,100,55,70,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
214,Heracross,bug,fighting,1,1,0,0,0,80,125,75,40,95,85,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
557,Dwebble,bug,rock,1,0,0,0,0,50,65,85,35,35,55,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
558,Crustle,bug,rock,2,1,0,0,0,70,105,125,65,75,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
767,Wimpod,bug,water,1,0,0,0,0,25,35,40,20,30,80,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
768,Golisopod,bug,water,2,1,0,0,0,75,125,140,60,90,40,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
871,Pincurchin,electric,,1,1,0,0,0,48,101,95,91,85,15,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
747,Mareanie,poison,water,1,0,0,0,0,50,53,62,43,52,45,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
748,Toxapex,poison,water,2,1,0,0,0,50,63,152,53,142,35,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
852,Clobbopus,fighting,,1,1,0,0,0,50,68,60,50,50,32,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
853,Grapploct,fighting,,0,0,0,0,0,80,118,90,70,80,42,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
90,Shellder,water,,1,0,0,0,0,30,65,100,45,25,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
91,Cloyster,water,ice,2,1,0,0,0,50,95,180,85,45,70,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
769,Sandygast,ghost,ground,1,0,0,0,0,55,55,80,70,45,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
770,Palossand,ghost,ground,2,1,0,0,0,85,75,110,100,75,35,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
425,Drifloon,ghost,flying,1,0,0,0,0,90,50,34,60,44,70,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
426,Drifblim,ghost,flying,2,1,0,0,0,150,80,44,90,54,80,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
339,Barboach,water,ground,1,0,0,0,0,50,48,43,46,41,60,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
340,Whiscash,water,ground,2,1,0,0,0,110,78,73,76,71,60,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
298,Azurill,normal,fairy,1,0,0,0,0,50,20,40,20,40,20,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
183,Marill,water,fairy,2,0,0,0,0,70,20,50,20,50,40,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
184,Azumarill,water,fairy,3,1,0,0,0,100,50,80,60,80,50,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
60,Poliwag,water,,1,0,0,0,0,40,50,40,40,40,90,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
61,Poliwhirl,water,,2,0,0,0,0,65,65,65,50,50,90,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
62,Poliwrath,water,fighting,3,1,0,0,0,90,95,95,70,90,70,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
186,Politoed,water,,0,0,0,0,0,90,75,75,90,100,70,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
54,Psyduck,water,,1,0,0,0,0,50,52,48,65,50,55,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
55,Golduck,water,,2,1,0,0,0,80,82,78,95,80,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
293,Whismur,normal,,1,0,0,0,0,64,51,23,51,23,28,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
294,Loudred,normal,,2,0,0,0,0,84,71,43,71,43,48,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
295,Exploud,normal,,3,1,0,0,0,104,91,63,91,73,68,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
527,Woobat,psychic,flying,1,0,0,0,0,65,45,43,55,43,72,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
528,Swoobat,psychic,flying,2,1,0,0,0,67,57,55,77,55,114,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
227,Skarmory,steel,flying,1,1,0,0,0,65,80,140,40,70,70,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
524,Roggenrola,rock,,1,0,0,0,0,55,75,85,25,25,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
525,Boldore,rock,,2,0,0,0,0,70,105,105,50,40,20,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
526,Gigalith,rock,,3,1,0,0,0,85,135,130,60,80,25,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
744,Rockruff,rock,,1,1,0,0,0,45,65,40,30,40,60,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
745,Lycanroc,rock,,0,0,0,0,0,75,117,65,55,65,110,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
757,Salandit,poison,fire,1,0,0,0,0,48,44,40,71,40,77,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
758,Salazzle,poison,fire,2,1,0,0,0,68,64,60,111,60,117,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
559,Scraggy,dark,fighting,1,0,0,0,0,50,75,70,35,70,48,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
560,Scrafty,dark,fighting,2,1,0,0,0,65,90,115,45,115,58,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
619,Mienfoo,fighting,,1,0,0,0,0,45,85,50,55,50,65,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
620,Mienshao,fighting,,2,1,0,0,0,65,125,60,95,60,105,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
782,Jangmo-o,dragon,,1,0,0,0,0,45,55,65,45,45,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
783,Hakamo-o,dragon,fighting,2,0,0,0,0,55,75,90,65,70,65,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
784,Kommo-o,dragon,fighting,3,1,0,0,0,75,110,125,100,105,85,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
27,Sandshrew,ground,,1,0,0,0,0,50,75,90,10,35,40,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
28,Sandslash,ground,,2,1,0,0,0,75,100,120,25,65,65,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
104,Cubone,ground,,1,0,0,0,0,50,50,95,40,50,35,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
105,Marowak,ground,,2,1,0,0,0,60,80,110,50,80,45,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
115,Kangaskhan,normal,,1,1,0,0,0,105,95,80,40,80,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
324,Torkoal,fire,,1,1,0,0,0,70,85,140,85,70,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
843,Silicobra,ground,,1,0,0,0,0,52,57,75,35,50,46,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
844,Sandaconda,ground,,2,1,0,0,0,72,107,125,65,70,71,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
