no,name,type_1,type_2,stage,is_final,is_legendary,is_mythical,is_ultra,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,electric,grass,ice,fighting,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
47,Parasect,bug,grass,2,1,0,0,0,60,95,80,60,80,30,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
48,Venonat,bug,poison,1,0,0,0,0,60,55,50,40,55,45,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
49,Venomoth,bug,poison,2,1,0,0,0,70,65,60,90,75,90,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
50,Diglett,ground,,1,0,0,0,0,10,55,30,35,45,90,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
51,Dugtrio,ground,,2,1,0,0,0,35,100,60,50,70,110,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
52,Meowth,normal,,1,1,0,0,0,50,65,55,40,40,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
53,Persian,normal,,0,0,0,0,0,65,60,60,75,65,115,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
56,Mankey,fighting,,1,0,0,0,0,40,80,35,35,45,70,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
57,Primeape,fighting,,2,1,0,0,0,65,105,60,60,70,95,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
58,Growlithe,fire,,1,0,0,0,0,60,75,45,65,50,55,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
59,Arcanine,fire,,2,1,0,0,0,95,115,80,95,80,90,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
60,Poliwag,water,,1,0,0,0,0,40,50,40,40,40,90,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
61,Poliwhirl,water,,2,0,0,0,0,65,65,65,50,50,90,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
62,Poliwrath,water,fighting,3,1,0,0,0,90,95,95,70,90,70,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
69,Bellsprout,grass,poison,1,0,0,0,0,50,75,35,70,30,40,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
70,Weepinbell,grass,poison,2,0,0,0,0,65,90,50,85,45,55,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
71,Victreebel,grass,poison,3,1,0,0,0,80,105,65,100,70,70,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
79,Slowpoke,water,psychic,1,0,0,0,0,90,65,65,40,40,15,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
80,Slowbro,water,psychic,2,0,0,0,0,95,100,95,100,70,30,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
81,Magnemite,electric,steel,1,0,0,0,0,25,35,70,95,55,45,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
82,Magneton,electric,steel,2,0,0,0,0,50,60,95,120,70,70,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
83,Farfetch'd,normal,flying,1,1,0,0,0,52,95,55,58,62,55,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
84,Doduo,normal,flying,1,0,0,0,0,35,85,45,35,35,75,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
85,Dodrio,normal,flying,2,1,0,0,0,60,110,70,60,60,110,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
86,Seel,water,,1,0,0,0,0,65,45,55,45,70,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
87,Dewgong,water,ice,2,1,0,0,0,90,70,80,70,95,70,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
88,Grimer,poison,,1,0,0,0,0,80,80,50,40,50,25,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
89,Muk,poison,,2,1,0,0,0,105,105,75,65,100,50,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
90,Shellder,water,,1,0,0,0,0,30,65,100,45,25,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
91,Cloyster,water,ice,2,1,0,0,0,50,95,180,85,45,70,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
96,Drowzee,psychic,,1,0,0,0,0,60,48,45,43,90,42,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
97,Hypno,psychic,,2,1,0,0,0,85,73,70,73,115,67,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
98,Krabby,water,,1,0,0,0,0,30,105,90,25,25,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
99,Kingler,water,,2,1,0,0,0,55,130,115,50,50,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
100,Voltorb,electric,,1,0,0,0,0,40,30,50,55,55,100,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
101,Electrode,electric,,2,1,0,0,0,60,50,70,80,80,150,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
102,Exeggcute,grass,psychic,1,0,0,0,0,60,40,80,60,45,40,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
103,Exeggutor,grass,psychic,2,1,0,0,0,95,105,85,125,75,45,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
104,Cubone,ground,,1,0,0,0,0,50,50,95,40,50,35,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
105,Marowak,ground,,2,1,0,0,0,60,80,110,50,80,45,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
106,Hitmonlee,fighting,,0,0,0,0,0,50,120,53,35,110,87,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
107,Hitmonchan,fighting,,0,0,0,0,0,50,105,79,35,110,76,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
108,Lickitung,normal,,1,0,0,0,0,90,55,75,60,75,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
109,Koffing,poison,,1,0,0,0,0,40,65,95,60,45,35,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
110,Weezing,poison,,2,1,0,0,0,65,90,120,85,70,60,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
111,Rhyhorn,ground,rock,1,0,0,0,0,80,85,95,30,30,25,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
112,Rhydon,ground,rock,2,0,0,0,0,105,130,120,45,45,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
114,Tangela,grass,,1,0,0,0,0,65,55,115,100,40,60,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
115,Kangaskhan,normal,,1,1,0,0,0,105,95,80,40,80,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
116,Horsea,water,,1,0,0,0,0,30,40,70,70,25,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
117,Seadra,water,,2,0,0,0,0,55,65,95,95,45,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
120,Staryu,water,,1,0,0,0,0,30,45,55,70,55,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
121,Starmie,water,psychic,2,1,0,0,0,60,75,85,100,85,115,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
123,Scyther,bug,flying,1,0,0,0,0,70,110,80,55,80,105,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
124,Jynx,ice,psychic,2,1,0,0,0,65,50,35,115,95,95,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
125,Electabuzz,electric,,2,0,0,0,0,65,83,57,95,85,105,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
126,Magmar,fire,,2,0,0,0,0,65,95,57,100,85,93,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
127,Pinsir,bug,,1,1,0,0,0,65,125,100,55,70,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
128,Tauros,normal,,1,1,0,0,0,75,100,95,40,70,110,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
131,Lapras,water,ice,1,1,0,0,0,130,85,80,85,95,60,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
132,Ditto,normal,,1,1,0,0,0,48,48,48,48,48,48,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
133,Eevee,normal,,1,1,0,0,0,55,55,50,45,65,55,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
134,Vaporeon,water,,0,0,0,0,0,130,65,60,110,95,65,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
135,Jolteon,electric,,0,0,0,0,0,65,65,60,110,95,130,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
136,Flareon,fire,,0,0,0,0,0,65,130,60,95,110,65,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
137,Porygon,normal,,1,0,0,0,0,65,60,70,85,75,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
138,Omanyte,rock,water,1,0,0,0,0,35,40,100,90,55,35,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
139,Omastar,rock,water,2,1,0,0,0,70,60,125,115,70,55,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
140,Kabuto,rock,water,1,0,0,0,0,30,80,90,55,45,55,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
141,Kabutops,rock,water,2,1,0,0,0,60,115,105,65,70,80,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
142,Aerodactyl,rock,flying,1,1,0,0,0,80,105,65,60,75,130,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
144,Articuno,ice,flying,1,1,0,0,0,90,85,85,125,100,95,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
145,Zapdos,electric,flying,1,1,0,0,0,90,125,90,85,90,100,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
146,Moltres,fire,flying,1,1,0,0,0,90,85,90,100,125,90,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
147,Dratini,dragon,,1,0,0,0,0,41,64,45,50,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
148,Dragonair,dragon,,2,0,0,0,0,61,84,65,70,70,70,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
149,Dragonite,dragon,flying,3,1,0,0,0,91,134,95,100,100,80,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
150,Mewtwo,psychic,,1,1,0,0,0,106,110,90,154,90,130,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
151,Mew,psychic,,1,1,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
152,Chikorita,grass,,1,0,0,0,0,45,49,65,49,65,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
153,Bayleef,grass,,2,0,0,0,0,60,62,80,63,80,60,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
154,Meganium,grass,,3,1,0,0,0,80,82,100,83,100,80,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
155,Cyndaquil,fire,,1,0,0,0,0,39,52,43,60,50,65,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
156,Quilava,fire,,2,0,0,0,0,58,64,58,80,65,80,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
157,Typhlosion,fire,,3,1,0,0,0,73,84,78,119,85,95,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
158,Totodile,water,,1,0,0,0,0,50,65,64,44,48,43,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
159,Croconaw,water,,2,0,0,0,0,65,80,80,59,63,58,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
160,Feraligatr,water,,3,1,0,0,0,85,105,100,79,83,78,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
161,Sentret,normal,,1,0,0,0,0,35,46,34,35,45,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
162,Furret,normal,,2,1,0,0,0,85,76,64,45,55,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
165,Ledyba,bug,flying,1,0,0,0,0,40,20,30,40,80,55,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
166,Ledian,bug,flying,2,1,0,0,0,55,35,50,55,110,85,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
167,Spinarak,bug,poison,1,0,0,0,0,40,60,40,40,40,30,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
168,Ariados,bug,poison,2,1,0,0,0,70,90,70,60,70,40,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
169,Crobat,poison,flying,3,1,0,0,0,85,90,80,70,80,130,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5
170,Chinchou,water,electric,1,0,0,0,0,75,38,38,56,56,67,1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
171,Lanturn,water,electric,2,1,0,0,0,125,58,58,76,76,67,1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
174,Igglybuff,normal,fairy,1,0,0,0,0,90,30,15,40,20,15,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
175,Togepi,fairy,,1,0,0,0,0,35,20,65,40,65,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
176,Togetic,fairy,flying,2,0,0,0,0,55,40,85,80,105,40,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
177,Natu,psychic,flying,1,0,0,0,0,40,50,45,70,45,70,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
178,Xatu,psychic,flying,2,1,0,0,0,65,75,70,95,70,95,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
179,Mareep,electric,,1,0,0,0,0,55,40,40,65,45,35,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
180,Flaaffy,electric,,2,0,0,0,0,70,55,55,80,60,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
181,Ampharos,electric,,3,1,0,0,0,90,75,85,115,90,55,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
182,Bellossom,grass,,0,0,0,0,0,75,80,95,90,100,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
186,Politoed,water,,0,0,0,0,0,90,75,75,90,100,70,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
187,Hoppip,grass,flying,1,0,0,0,0,35,35,40,35,55,50,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
188,Skiploom,grass,flying,2,0,0,0,0,55,45,50,45,65,80,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
189,Jumpluff,grass,flying,3,1,0,0,0,75,55,70,55,95,110,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
191,Sunkern,grass,,1,0,0,0,0,30,30,30,30,30,30,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
192,Sunflora,grass,,2,1,0,0,0,75,75,55,105,85,30,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
193,Yanma,bug,flying,1,0,0,0,0,65,65,45,75,45,95,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
196,Espeon,psychic,,0,0,0,0,0,65,65,60,130,95,110,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
197,Umbreon,dark,,0,0,0,0,0,95,65,110,60,130,65,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
199,Slowking,water,psychic,3,1,0,0,0,95,65,80,110,110,30,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
202,Wobbuffet,psychic,,2,1,0,0,0,190,33,58,33,58,33,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
204,Pineco,bug,,1,0,0,0,0,50,65,90,35,35,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
205,Forretress,bug,steel,2,1,0,0,0,75,90,140,60,60,40,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
206,Dunsparce,normal,,1,1,0,0,0,100,70,70,65,65,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
207,Gligar,ground,flying,1,0,0,0,0,65,75,105,35,65,85,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
209,Snubbull,fairy,,1,0,0,0,0,60,80,50,40,40,30,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
210,Granbull,fairy,,2,1,0,0,0,90,120,75,60,60,45,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
211,Qwilfish,water,poison,1,1,0,0,0,65,95,85,55,55,85,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
212,Scizor,bug,steel,2,0,0,0,0,70,130,100,55,80,65,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
213,Shuckle,bug,rock,1,1,0,0,0,20,10,230,10,230,5,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
216,Teddiursa,normal,,1,0,0,0,0,60,80,50,50,50,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
217,Ursaring,normal,,2,0,0,0,0,90,130,75,75,75,55,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
218,Slugma,fire,,1,0,0,0,0,40,40,40,70,40,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
219,Magcargo,fire,rock,2,1,0,0,0,60,50,120,90,80,30,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
220,Swinub,ice,ground,1,0,0,0,0,50,50,40,30,30,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
221,Piloswine,ice,ground,2,0,0,0,0,100,100,80,60,60,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
222,Corsola,water,rock,1,1,0,0,0,60,55,100,65,100,30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
225,Delibird,ice,flying,1,1,0,0,0,45,55,45,65,45,75,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
227,Skarmory,steel,flying,1,1,0,0,0,65,80,140,40,70,70,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
